age,churn,contract,country,customer_id,dependents,deviceprotection,discount_offered,gender,internetservice,last_activity,monthlycharges,multiplelines,onlinebackup,onlinesecurity,paperlessbilling,partner,paymentmethod,phoneservice,product_category,purchase_amount,region,satisfaction_score,seniorcitizen,streamingmovies,streamingtv,support_tickets_raised,techsupport,tenure,totalcharges,transaction_date,transaction_id,user_name
,Yes,Month-to-month,,TEL_9840-DVNDC,No,No,,Male,Fiber optic,,80.5,No,No,No,Yes,No,Credit card (automatic),Yes,,,,,0,No,Yes,,No,6.0,463.05,,,
,No,Two year,,TEL_1089-XZWHH,Yes,No internet service,,Female,No,,19.7,No,No internet service,No internet service,Yes,Yes,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,24.0,494.05,,,
,No,One year,,TEL_2325-WINES,No,Yes,,Female,Fiber optic,,104.05,Yes,Yes,No,Yes,No,Credit card (automatic),Yes,,,,,0,Yes,Yes,,No,32.0,3416.85,,,
,No,Two year,,TEL_6064-ZATLR,No,No,,Female,DSL,,52.85,No,Yes,Yes,No,No,Bank transfer (automatic),Yes,,,,,0,No,No,,No,27.0,1498.65,,,
,Yes,Month-to-month,,TEL_3096-JRDSO,No,No,,Female,Fiber optic,,104.3,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,,,,,1,Yes,Yes,,Yes,27.0,2867.75,,,
,No,Month-to-month,,TEL_7824-PANSQ,No,No,,Male,Fiber optic,,80.65,Yes,No,No,No,No,Bank transfer (automatic),Yes,,,,,0,No,No,,Yes,58.0,4807.35,,,
,Yes,Month-to-month,,TEL_8042-JVNFH,No,No,,Male,Fiber optic,,71.35,No,No,No,Yes,No,Mailed check,Yes,,,,,0,No,No,,No,1.0,71.35,,,
,No,Two year,,TEL_9648-BCHKM,Yes,No internet service,,Female,No,,24.65,Yes,No internet service,No internet service,Yes,Yes,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,18.0,471.35,,,
,No,Two year,,TEL_2888-ADFAO,Yes,No internet service,,Female,No,,21.3,No,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,47.0,1041.8,,,
,No,Two year,,TEL_8707-HOEDG,Yes,Yes,,Female,Fiber optic,,110.2,Yes,Yes,No,Yes,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,Yes,70.0,7689.8,,,
,Yes,Month-to-month,,TEL_3374-LXDEV,No,Yes,,Female,Fiber optic,,89.4,Yes,Yes,No,No,No,Electronic check,Yes,,,,,0,No,No,,Yes,13.0,1132.35,,,
,No,Month-to-month,,TEL_4072-IPYLT,Yes,No,,Female,DSL,,51.05,No,No,Yes,No,Yes,Credit card (automatic),Yes,,,,,0,No,No,,No,36.0,1815,,,
,No,Two year,,TEL_7167-PCEYD,No,No internet service,,Male,No,,19.8,No,No internet service,No internet service,Yes,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,67.0,1311.3,,,
,No,Month-to-month,,TEL_4936-YPJNK,No,No internet service,,Female,No,,19.9,No,No internet service,No internet service,Yes,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,10.0,199.45,,,
,No,Month-to-month,,TEL_1580-BMCMR,No,No,,Male,Fiber optic,,87.3,No,No,Yes,Yes,No,Electronic check,Yes,,,,,1,Yes,No,,No,19.0,1637.3,,,
,No,Two year,,TEL_4817-KEQSP,Yes,No internet service,,Female,No,,19.85,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,71.0,1326.35,,,
,No,Two year,,TEL_6408-WHTEF,Yes,Yes,,Male,DSL,,89.4,Yes,Yes,Yes,Yes,Yes,Mailed check,Yes,,,,,0,Yes,Yes,,Yes,72.0,6376.55,,,
,No,Two year,,TEL_9251-AWQGT,Yes,No internet service,,Female,No,,20.0,No,No internet service,No internet service,No,Yes,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,48.0,935.9,,,
,No,Month-to-month,,TEL_8749-CLJXC,No,No internet service,,Male,No,,20.05,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,1.0,20.05,,,
,No,Month-to-month,,TEL_7989-VCQOH,Yes,Yes,,Male,DSL,,83.25,No,No,Yes,No,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,Yes,18.0,1611.15,,,
,Yes,Month-to-month,,TEL_5049-GLYVG,No,No internet service,,Male,No,,20.6,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,1.0,20.6,,,
,No,Two year,,TEL_4199-QHJNM,No,No,,Male,Fiber optic,,102.9,Yes,Yes,No,No,Yes,Bank transfer (automatic),Yes,,,,,1,Yes,Yes,,Yes,67.0,6989.7,,,
,No,Two year,,TEL_8882-TLVRW,Yes,Yes,,Male,DSL,,39.1,No phone service,No,Yes,No,Yes,Mailed check,No,,,,,0,No,No,,Yes,69.0,2779.5,,,
,Yes,Month-to-month,,TEL_5883-GTGVD,No,No,,Male,Fiber optic,,99.95,Yes,Yes,No,Yes,No,Electronic check,Yes,,,,,0,Yes,Yes,,No,19.0,1931.75,,,
,No,Two year,,TEL_5135-GRQJV,No,Yes,,Male,Fiber optic,,114.5,Yes,Yes,Yes,Yes,Yes,Mailed check,Yes,,,,,1,Yes,Yes,,Yes,72.0,8331.95,,,
,No,Two year,,TEL_2384-OVPSA,No,No internet service,,Female,No,,20.2,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,1,No internet service,No internet service,,No internet service,38.0,735.9,,,
,No,One year,,TEL_1371-WEPDS,No,No,,Male,DSL,,55.8,No,No,No,No,Yes,Electronic check,Yes,,,,,1,Yes,No,,No,40.0,2283.3,,,
,No,Two year,,TEL_3580-GICBM,Yes,No internet service,,Female,No,,24.2,Yes,No internet service,No internet service,Yes,Yes,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,61.0,1445.2,,,
,Yes,Month-to-month,,TEL_4817-QRJSX,No,No,,Female,Fiber optic,,81.0,Yes,Yes,No,Yes,No,Credit card (automatic),Yes,,,,,0,No,No,,No,10.0,818.05,,,
,No,One year,,TEL_9730-DRTMJ,No,No,,Male,DSL,,72.8,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,No,Yes,,Yes,32.0,2333.05,,,
,No,Month-to-month,,TEL_4686-UXDML,No,No,,Female,Fiber optic,,99.85,Yes,Yes,No,Yes,No,Credit card (automatic),Yes,,,,,0,Yes,Yes,,No,21.0,1992.55,,,
,No,One year,,TEL_3349-ANQNH,No,Yes,,Female,Fiber optic,,99.5,Yes,No,No,Yes,No,Electronic check,Yes,,,,,1,Yes,Yes,,No,59.0,5890,,,
,Yes,Month-to-month,,TEL_2398-YPMUR,No,No,,Female,Fiber optic,,70.15,No,No,No,Yes,Yes,Electronic check,Yes,,,,,1,No,No,,No,13.0,916.75,,,
,No,Two year,,TEL_0932-YIXYU,No,No internet service,,Female,No,,20.25,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,47.0,1029.8,,,
,No,Two year,,TEL_7480-SPLEF,Yes,No internet service,,Male,No,,26.0,Yes,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,69.0,1796.55,,,
,No,Month-to-month,,TEL_7636-XUHWW,No,No internet service,,Male,No,,19.9,No,No internet service,No internet service,Yes,No,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,2.0,33.7,,,
,No,Month-to-month,,TEL_1431-CYWMH,Yes,No internet service,,Female,No,,19.05,No,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,22.0,454.05,,,
,No,Month-to-month,,TEL_5937-EORGB,No,Yes,,Male,Fiber optic,,96.5,Yes,No,Yes,Yes,Yes,Electronic check,Yes,,,,,1,No,Yes,,No,15.0,1392.25,,,
,No,Two year,,TEL_6349-JDHQP,No,No internet service,,Female,No,,19.85,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,53.0,1049.6,,,
,No,Month-to-month,,TEL_5539-HIVAK,No,No internet service,,Female,No,,25.7,Yes,No internet service,No internet service,No,Yes,Mailed check,Yes,,,,,1,No internet service,No internet service,,No internet service,28.0,734.6,,,
,No,One year,,TEL_5847-MXBEO,No,No internet service,,Male,No,,20.3,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,22.0,475.1,,,
,Yes,Month-to-month,,TEL_9985-MWVIX,No,No,,Female,Fiber optic,,70.15,No,No,No,Yes,No,Mailed check,Yes,,,,,0,No,No,,No,1.0,70.15,,,
,No,Month-to-month,,TEL_4583-PARNH,No,Yes,,Male,Fiber optic,,91.55,No,No,No,Yes,Yes,Electronic check,Yes,,,,,1,Yes,No,,Yes,16.0,1540.05,,,
,No,Two year,,TEL_1116-FRYVH,Yes,No,,Female,DSL,,39.4,No phone service,Yes,Yes,No,Yes,Mailed check,No,,,,,0,No,No,,Yes,48.0,1978.65,,,
,No,Month-to-month,,TEL_1421-HCERK,No,Yes,,Male,Fiber optic,,105.7,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,,,,,1,No,Yes,,Yes,30.0,3181.8,,,
,No,Month-to-month,,TEL_9633-XQABV,No,No,,Female,Fiber optic,,70.25,No,No,No,Yes,No,Electronic check,Yes,,,,,0,No,No,,No,3.0,229.7,,,
,No,Two year,,TEL_0716-BQNDX,No,No,,Male,Fiber optic,,93.75,Yes,No,Yes,No,No,Electronic check,Yes,,,,,1,Yes,No,,Yes,57.0,5625.55,,,
,Yes,One year,,TEL_1265-XTECC,No,No,,Female,Fiber optic,,96.55,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,1,Yes,No,,No,68.0,6581.9,,,
,No,One year,,TEL_1183-CANVH,No,No,,Female,DSL,,60.0,No,No,No,No,Yes,Bank transfer (automatic),Yes,,,,,0,No,Yes,,Yes,23.0,1347.15,,,
,No,Two year,,TEL_1972-XMUWV,No,No,,Female,DSL,,59.8,No,No,No,Yes,Yes,Credit card (automatic),Yes,,,,,0,No,Yes,,Yes,65.0,3808.2,,,
,No,One year,,TEL_8679-LZBMD,No,No,,Male,Fiber optic,,90.65,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,No,44.0,3974.15,,,
,No,Two year,,TEL_3407-JMJQQ,Yes,Yes,,Female,Fiber optic,,109.0,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,No,71.0,7661.8,,,
,No,One year,,TEL_6252-DFGTK,No,Yes,,Female,DSL,,68.1,Yes,No,Yes,No,Yes,Credit card (automatic),Yes,,,,,0,No,No,,Yes,37.0,2479.25,,,
,No,Month-to-month,,TEL_1539-LNKHM,No,No internet service,,Female,No,,20.4,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,12.0,266.6,,,
,No,Two year,,TEL_8645-KOMJQ,Yes,Yes,,Male,DSL,,81.95,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,Yes,69.0,5601.4,,,
,No,Month-to-month,,TEL_0289-IVARM,No,Yes,,Female,DSL,,60.55,No,Yes,Yes,No,No,Electronic check,Yes,,,,,0,No,No,,No,35.0,1982.6,,,
,No,Month-to-month,,TEL_9761-XUJWD,No,No,,Male,DSL,,65.6,No,Yes,No,Yes,No,Bank transfer (automatic),Yes,,,,,0,Yes,No,,Yes,5.0,339.9,,,
,No,Two year,,TEL_4057-FKCZK,Yes,No,,Male,Fiber optic,,82.5,Yes,No,No,No,Yes,Bank transfer (automatic),Yes,,,,,0,No,Yes,,No,58.0,4828.05,,,
,No,Two year,,TEL_4291-TPNFG,No,Yes,,Male,DSL,,82.3,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,No,,Yes,72.0,5980.55,,,
,No,Two year,,TEL_6087-YPWHO,No,Yes,,Male,DSL,,68.15,Yes,Yes,Yes,No,Yes,Mailed check,Yes,,,,,0,No,No,,Yes,72.0,4808.7,,,
,No,Month-to-month,,TEL_3090-QFUVD,No,No internet service,,Female,No,,20.3,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,1.0,20.3,,,
,Yes,One year,,TEL_2237-ZFSMY,No,Yes,,Female,Fiber optic,,95.55,No,No,Yes,Yes,No,Electronic check,Yes,,,,,0,No,Yes,,Yes,39.0,3692.85,,,
,No,One year,,TEL_1722-LDZJS,Yes,No internet service,,Male,No,,20.2,No,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,53.0,1068.15,,,
,No,Month-to-month,,TEL_1818-ESQMW,No,Yes,,Female,Fiber optic,,89.2,No,No,No,Yes,No,Electronic check,Yes,,,,,0,Yes,No,,Yes,27.0,2383.6,,,
,Yes,Month-to-month,,TEL_4871-JTKJF,No,No,,Female,Fiber optic,,69.65,No,No,No,Yes,No,Electronic check,Yes,,,,,1,No,No,,No,1.0,69.65,,,
,Yes,Month-to-month,,TEL_1415-YFWLT,No,No,,Female,Fiber optic,,89.3,No,No,No,Yes,No,Electronic check,Yes,,,,,1,Yes,Yes,,No,1.0,89.3,,,
,No,Month-to-month,,TEL_7401-RUBNK,No,No,,Female,Fiber optic,,74.8,No,No,Yes,No,Yes,Electronic check,Yes,,,,,0,No,No,,No,18.0,1438.05,,,
,No,Two year,,TEL_0506-YLVKJ,Yes,No internet service,,Male,No,,20.2,No,No internet service,No internet service,Yes,Yes,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,46.0,917.45,,,
,No,Two year,,TEL_8661-BOYNW,No,Yes,,Female,DSL,,84.4,Yes,No,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,72.0,6096.45,,,
,Yes,Month-to-month,,TEL_6711-VTNRE,No,Yes,,Female,Fiber optic,,87.55,No,No,No,Yes,No,Electronic check,Yes,,,,,0,Yes,No,,Yes,36.0,3078.1,,,
,No,Month-to-month,,TEL_4815-GBTCD,No,No,,Female,DSL,,25.15,No phone service,No,No,Yes,Yes,Electronic check,No,,,,,0,No,No,,No,4.0,99.95,,,
,No,Two year,,TEL_2805-AUFQN,No,No internet service,,Female,No,,19.8,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,25.0,475.2,,,
,No,Month-to-month,,TEL_0980-PVMRC,Yes,No,,Female,DSL,,50.85,No phone service,Yes,No,Yes,Yes,Electronic check,No,,,,,0,Yes,Yes,,No,40.0,2036.55,,,
,No,Month-to-month,,TEL_7233-DRTRF,No,Yes,,Male,Fiber optic,,102.4,Yes,Yes,No,Yes,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,No,63.0,6444.05,,,
,Yes,Month-to-month,,TEL_3500-RMZLT,No,Yes,,Female,Fiber optic,,96.3,No,No,Yes,Yes,No,Mailed check,Yes,,,,,1,Yes,No,,Yes,15.0,1426.75,,,
,No,Month-to-month,,TEL_3873-NFTGI,No,No,,Male,DSL,,55.5,Yes,Yes,No,Yes,No,Credit card (automatic),Yes,,,,,0,No,No,,No,14.0,767.55,,,
,No,Two year,,TEL_1162-ECVII,No,Yes,,Male,Fiber optic,,109.75,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,1,Yes,Yes,,Yes,72.0,7932.5,,,
,No,Month-to-month,,TEL_7048-GXDAY,No,No,,Male,Fiber optic,,106.4,Yes,Yes,Yes,Yes,No,Electronic check,Yes,,,,,0,Yes,Yes,,No,39.0,4040.65,,,
,No,Two year,,TEL_8571-ZCMCX,Yes,Yes,,Female,DSL,,60.0,No phone service,Yes,Yes,Yes,Yes,Credit card (automatic),No,,,,,0,Yes,Yes,,No,47.0,2768.65,,,
,No,Month-to-month,,TEL_1169-WCVAK,No,No,,Male,Fiber optic,,88.8,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,No,No,,Yes,19.0,1672.35,,,
,Yes,Month-to-month,,TEL_4548-SDBKE,No,No,,Female,Fiber optic,,85.2,Yes,No,No,Yes,No,Electronic check,Yes,,,,,0,No,Yes,,No,5.0,474.8,,,
,Yes,Month-to-month,,TEL_8066-POXGX,No,No,,Female,DSL,,35.1,No phone service,No,No,Yes,No,Electronic check,No,,,,,0,Yes,No,,No,13.0,446.1,,,
,No,Month-to-month,,TEL_7129-CAKJW,No,Yes,,Female,Fiber optic,,80.05,Yes,No,No,No,No,Bank transfer (automatic),Yes,,,,,0,No,No,,No,17.0,1345.65,,,
,No,Month-to-month,,TEL_8695-ARGXZ,No,No,,Male,Fiber optic,,75.55,Yes,No,No,Yes,Yes,Electronic check,Yes,,,,,1,No,No,,No,34.0,2425.4,,,
,No,Month-to-month,,TEL_3570-YUEKJ,No,No,,Female,DSL,,49.55,No,Yes,No,Yes,No,Electronic check,Yes,,,,,0,No,No,,No,42.0,2077.95,,,
,Yes,Month-to-month,,TEL_4143-OOBWZ,No,No,,Male,Fiber optic,,81.3,Yes,Yes,No,Yes,Yes,Electronic check,Yes,,,,,0,No,No,,No,5.0,416.3,,,
,No,Two year,,TEL_1555-HAPSU,Yes,No internet service,,Female,No,,23.9,Yes,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,71.0,1663.5,,,
,No,Month-to-month,,TEL_1697-NVVGY,No,Yes,,Male,DSL,,66.4,No,No,Yes,No,Yes,Bank transfer (automatic),Yes,,,,,1,No,Yes,,No,19.0,1286.05,,,
,Yes,Month-to-month,,TEL_7854-EKTJL,Yes,No internet service,,Female,No,,19.6,No,No internet service,No internet service,Yes,No,Electronic check,Yes,,,,,0,No internet service,No internet service,,No internet service,2.0,35.85,,,
,No,Two year,,TEL_8464-EETCQ,No,No internet service,,Male,No,,18.8,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,57.0,1094.35,,,
,No,Two year,,TEL_2419-FSORS,No,Yes,,Male,Fiber optic,,108.4,Yes,Yes,No,Yes,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,Yes,72.0,7719.5,,,
,No,Month-to-month,,TEL_8132-YPVBX,No,No,,Female,Fiber optic,,85.95,No,Yes,No,Yes,No,Mailed check,Yes,,,,,0,Yes,No,,No,6.0,514.6,,,
,Yes,Month-to-month,,TEL_9102-IAYHT,Yes,No,,Female,Fiber optic,,85.45,Yes,No,No,Yes,Yes,Electronic check,Yes,,,,,0,Yes,No,,No,17.0,1451.6,,,
,No,Two year,,TEL_6754-LZUKA,No,Yes,,Male,DSL,,80.9,Yes,Yes,No,No,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,No,61.0,4932.5,,,
,Yes,Month-to-month,,TEL_3422-LYEPQ,Yes,No,,Male,Fiber optic,,71.0,No,No,No,Yes,Yes,Electronic check,Yes,,,,,0,No,No,,No,1.0,71,,,
,No,Two year,,TEL_8099-MZPUJ,Yes,Yes,,Male,Fiber optic,,111.8,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,48.0,5443.65,,,
,No,Month-to-month,,TEL_0787-LHDYT,No,No internet service,,Male,No,,20.6,No,No internet service,No internet service,Yes,No,Credit card (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,16.0,330.25,,,
,Yes,Month-to-month,,TEL_2642-DTVCO,No,No,,Male,Fiber optic,,85.05,Yes,No,No,Yes,No,Electronic check,Yes,,,,,1,Yes,No,,No,9.0,746.5,,,
,No,Month-to-month,,TEL_0374-IOEGQ,No,No,,Female,DSL,,44.6,No,No,No,No,No,Electronic check,Yes,,,,,0,No,No,,No,3.0,122.7,,,
,Yes,Month-to-month,,TEL_4361-JEIVL,Yes,No,,Male,DSL,,44.4,No,No,No,Yes,No,Electronic check,Yes,,,,,0,No,No,,No,1.0,44.4,,,
,No,Two year,,TEL_3197-NNYNB,No,Yes,,Male,Fiber optic,,105.1,Yes,Yes,No,No,No,Credit card (automatic),Yes,,,,,0,Yes,Yes,,No,65.0,6631.85,,,
,No,Two year,,TEL_3396-DKDEL,Yes,Yes,,Female,Fiber optic,,115.15,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,Yes,,Yes,70.0,8250,,,
,No,One year,,TEL_1752-OZXFY,No,No,,Male,DSL,,59.8,No,No,Yes,Yes,Yes,Mailed check,Yes,,,,,0,No,Yes,,No,60.0,3561.15,,,
,No,One year,,TEL_9066-QRSDU,No,No internet service,,Female,No,,26.3,Yes,No internet service,No internet service,Yes,Yes,Electronic check,Yes,,,,,0,No internet service,No internet service,,No internet service,69.0,1763.55,,,
,No,Month-to-month,,TEL_9112-WSNPU,No,No,,Female,Fiber optic,,70.55,No,No,No,No,No,Electronic check,Yes,,,,,1,No,No,,No,35.0,2419,,,
,No,Month-to-month,,TEL_9867-NNXLC,No,No internet service,,Female,No,,20.05,No,No internet service,No internet service,Yes,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,22.0,470.2,,,
,No,Two year,,TEL_5321-NTRKC,Yes,Yes,,Male,DSL,,79.85,Yes,Yes,No,No,Yes,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,No,66.0,5234.95,,,
,Yes,Month-to-month,,TEL_1363-TXLSL,No,No,,Male,Fiber optic,,70.3,No,No,No,Yes,Yes,Electronic check,Yes,,,,,1,No,No,,No,1.0,70.3,,,
,Yes,Month-to-month,,TEL_9507-EXLTT,No,No,,Female,Fiber optic,,79.35,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,No,Yes,,No,1.0,79.35,,,
,No,Month-to-month,,TEL_3161-GETRM,Yes,Yes,,Male,Fiber optic,,90.05,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,,,,,0,Yes,No,,No,34.0,3097,,,
,No,Two year,,TEL_0402-OAMEN,Yes,No internet service,,Female,No,,24.45,Yes,No internet service,No internet service,No,Yes,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,72.0,1709.1,,,
,No,One year,,TEL_6933-VLYFX,Yes,Yes,,Male,DSL,,59.95,No phone service,No,Yes,No,Yes,Electronic check,No,,,,,0,Yes,Yes,,Yes,31.0,1848.8,,,
,No,One year,,TEL_6754-WKSHP,Yes,No internet service,,Male,No,,25.35,Yes,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,30.0,723.3,,,
,Yes,Month-to-month,,TEL_9846-GKXAS,No,No,,Female,Fiber optic,,90.8,No,No,No,Yes,No,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,No,9.0,809.75,,,
,Yes,Month-to-month,,TEL_6017-PPLPX,Yes,No,,Male,Fiber optic,,70.45,No,No,No,Yes,Yes,Electronic check,Yes,,,,,0,No,No,,No,20.0,1470.95,,,
,No,Month-to-month,,TEL_4976-LNFVV,No,Yes,,Male,DSL,,34.3,No phone service,Yes,No,Yes,Yes,Credit card (automatic),No,,,,,1,No,No,,No,19.0,577.15,,,
,No,Month-to-month,,TEL_5055-MGMGF,No,Yes,,Female,Fiber optic,,105.05,Yes,No,Yes,Yes,Yes,Electronic check,Yes,,,,,0,Yes,Yes,,No,65.0,6914.95,,,
,No,Two year,,TEL_4641-FROLU,Yes,No internet service,,Female,No,,19.3,No,No internet service,No internet service,No,Yes,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,30.0,602.9,,,
,No,One year,,TEL_2862-JVEOY,No,No internet service,,Male,No,,19.15,No,No internet service,No internet service,No,No,Mailed check,Yes,,,,,0,No internet service,No internet service,,No internet service,6.0,124.4,,,
,No,Month-to-month,,TEL_2969-QWUBZ,No,No,,Female,DSL,,51.4,No phone service,Yes,No,No,No,Electronic check,No,,,,,0,Yes,Yes,,No,2.0,96.8,,,
,No,Month-to-month,,TEL_9822-BIIGN,Yes,No,,Male,DSL,,71.85,Yes,No,Yes,No,Yes,Electronic check,Yes,,,,,0,Yes,No,,Yes,53.0,3827.9,,,
,No,Month-to-month,,TEL_2077-MPJQO,No,No,,Male,Fiber optic,,75.4,Yes,No,No,Yes,Yes,Electronic check,Yes,,,,,1,No,No,,No,7.0,533.05,,,
,No,One year,,TEL_1534-OULXE,Yes,No,,Female,DSL,,49.7,No,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,No,No,,No,61.0,2961.4,,,
,Yes,One year,,TEL_7136-RVDTZ,No,No,,Male,DSL,,45.25,No phone service,No,No,Yes,No,Electronic check,No,,,,,1,Yes,Yes,,No,70.0,3264.45,,,
,No,Month-to-month,,TEL_2971-SGAFL,No,Yes,,Female,DSL,,78.75,Yes,No,Yes,Yes,No,Electronic check,Yes,,,,,0,Yes,Yes,,No,13.0,995.35,,,
,No,One year,,TEL_1480-IVEVR,No,Yes,,Male,Fiber optic,,81.6,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,,,,,1,No,No,,No,35.0,2815.25,,,
,No,Month-to-month,,TEL_2905-KFQUV,No,No,,Female,Fiber optic,,70.4,No,No,No,Yes,Yes,Credit card (automatic),Yes,,,,,0,No,No,,No,2.0,154.8,,,
,Yes,Month-to-month,,TEL_4581-SSPWD,No,No,,Female,Fiber optic,,75.8,Yes,No,No,Yes,No,Electronic check,Yes,,,,,0,No,No,,No,3.0,246.3,,,
,No,Month-to-month,,TEL_3370-HXOPH,No,No,,Female,Fiber optic,,76.1,Yes,No,No,No,No,Electronic check,Yes,,,,,0,No,No,,No,3.0,257.6,,,
,No,One year,,TEL_9391-YZEJW,No,No,,Female,Fiber optic,,94.0,Yes,No,No,Yes,No,Bank transfer (automatic),Yes,,,,,0,Yes,Yes,,No,62.0,5757.2,,,
,No,Two year,,TEL_9958-MEKUC,Yes,Yes,,Male,Fiber optic,,103.95,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,,,,,0,Yes,No,,Yes,72.0,7517.7,,,
,No,Two year,,TEL_0281-CNTZX,No,No internet service,,Male,No,,19.95,No,No internet service,No internet service,Yes,Yes,Bank transfer (automatic),Yes,,,,,0,No internet service,No internet service,,No internet service,63.0,1234.8,,,
,Yes,Month-to-month,,TEL_6927-WTFIV,No,No,,Male,Fiber optic,,71.3,No,No,No,No,No,Credit card (automatic),Yes,,,,,1,No,No,,No,20.0,1389.2,,,
,No,One year,,TEL_4118-CEVPF,No,Yes,,Female,Fiber optic,,110.8,Yes,Yes,Yes,Yes,No,Bank transfer (automatic),Yes,,,,,1,Yes,Yes,,Yes,35.0,3836.3,,,
,Yes,Month-to-month,,TEL_3398-ZOUAA,No,No,,Male,Fiber optic,,69.1,No,No,No,Yes,Yes,Electronic check,Yes,,,,,1,No,No,,No,21.0,1474.75,,,
,No,One year,,TEL_9114-VEPUF,No,No,,Male,Fiber optic,,96.1,Yes,Yes,Yes,No,Yes,Electronic check,Yes,,,,,0,Yes,No,,No,62.0,6001.45,,,
,No,Month-to-month,,TEL_7876-BEUTG,No,No,,Female,DSL,,48.8,Yes,No,No,Yes,No,Mailed check,Yes,,,,,0,No,No,,No,15.0,720.1,,,
,No,Month-to-month,,TEL_2338-BQEZT,No,No,,Female,DSL,,50.55,No,No,Yes,Yes,No,Credit card (automatic),Yes,,,,,0,No,No,,No,55.0,2832.75,,,
,No,Month-to-month,,TEL_9873-MNDKV,No,No,,Female,DSL,,44.65,No,No,No,Yes,No,Mailed check,Yes,,,,,0,No,No,,No,11.0,472.25,,,
